rotulo,arquivo,status,destino
Feliz,Feliz_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Feliz\public\public_0000.npy
Feliz,Feliz_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Feliz\public\public_0001.npy
Feliz,Feliz_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Feliz\public\public_0002.npy
Ferver,Ferver_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ferver\public\public_0000.npy
Ferver,Ferver_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ferver\public\public_0001.npy
Ferver,Ferver_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ferver\public\public_0002.npy
Festa,Festa_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Festa\public\public_0000.npy
Festa,Festa_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Festa\public\public_0001.npy
Festa,Festa_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Festa\public\public_0002.npy
Ficar com vergonha,Ficar com vergonha_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ficar com vergonha\public\public_0000.npy
Ficar com vergonha,Ficar com vergonha_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ficar com vergonha\public\public_0001.npy
Ficar com vergonha,Ficar com vergonha_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ficar com vergonha\public\public_0002.npy
Ficha de registro,Ficha de registro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ficha de registro\public\public_0000.npy
Ficha de registro,Ficha de registro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ficha de registro\public\public_0001.npy
Ficha de registro,Ficha de registro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Ficha de registro\public\public_0002.npy
Filha,Filha_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filha\public\public_0000.npy
Filha,Filha_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filha\public\public_0001.npy
Filha,Filha_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filha\public\public_0002.npy
Filho,Filho_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filho\public\public_0000.npy
Filho,Filho_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filho\public\public_0001.npy
Filho,Filho_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filho\public\public_0002.npy
Filmadora,Filmadora_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filmadora\public\public_0000.npy
Filmadora,Filmadora_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filmadora\public\public_0001.npy
Filmadora,Filmadora_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filmadora\public\public_0002.npy
Filme,Filme_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filme\public\public_0000.npy
Filme,Filme_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filme\public\public_0001.npy
Filme,Filme_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Filme\public\public_0002.npy
Fim,Fim_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fim\public\public_0000.npy
Fim,Fim_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fim\public\public_0001.npy
Fim,Fim_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fim\public\public_0002.npy
Fim de semana,Fim de semana_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fim de semana\public\public_0000.npy
Fim de semana,Fim de semana_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fim de semana\public\public_0001.npy
Fim de semana,Fim de semana_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fim de semana\public\public_0002.npy
Financeiro,Financeiro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Financeiro\public\public_0000.npy
Financeiro,Financeiro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Financeiro\public\public_0001.npy
Financeiro,Financeiro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Financeiro\public\public_0002.npy
Fino,Fino_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fino\public\public_0000.npy
Fino,Fino_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fino\public\public_0001.npy
Fino,Fino_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fino\public\public_0002.npy
Firmeza,Firmeza_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Firmeza\public\public_0000.npy
Firmeza,Firmeza_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Firmeza\public\public_0001.npy
Firmeza,Firmeza_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Firmeza\public\public_0002.npy
Fita Cassete,Fita Cassete_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fita Cassete\public\public_0000.npy
Fita Cassete,Fita Cassete_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fita Cassete\public\public_0001.npy
Fita Cassete,Fita Cassete_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fita Cassete\public\public_0002.npy
Flash da câmera,Flash da câmera_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flash da câmera\public\public_0000.npy
Flash da câmera,Flash da câmera_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flash da câmera\public\public_0001.npy
Flash da câmera,Flash da câmera_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flash da câmera\public\public_0002.npy
Flauta,Flauta_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flauta\public\public_0000.npy
Flauta,Flauta_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flauta\public\public_0001.npy
Flauta,Flauta_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flauta\public\public_0002.npy
Flexível,Flexível_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flexível\public\public_0000.npy
Flexível,Flexível_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flexível\public\public_0001.npy
Flexível,Flexível_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flexível\public\public_0002.npy
Flor,Flor_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flor\public\public_0000.npy
Flor,Flor_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flor\public\public_0001.npy
Flor,Flor_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Flor\public\public_0002.npy
Fofinho,Fofinho_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fofinho\public\public_0000.npy
Fofinho,Fofinho_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fofinho\public\public_0001.npy
Fofinho,Fofinho_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fofinho\public\public_0002.npy
Fofoca,Fofoca_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fofoca\public\public_0000.npy
Fofoca,Fofoca_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fofoca\public\public_0001.npy
Fofoca,Fofoca_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fofoca\public\public_0002.npy
Fogo,Fogo_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fogo\public\public_0000.npy
Fogo,Fogo_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fogo\public\public_0001.npy
Fogo,Fogo_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fogo\public\public_0002.npy
Foguete,Foguete_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Foguete\public\public_0000.npy
Foguete,Foguete_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Foguete\public\public_0001.npy
Foguete,Foguete_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Foguete\public\public_0002.npy
Fome,Fome_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fome\public\public_0000.npy
Fome,Fome_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fome\public\public_0001.npy
Fome,Fome_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fome\public\public_0002.npy
Fonte de água,Fonte de água_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fonte de água\public\public_0000.npy
Fonte de água,Fonte de água_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fonte de água\public\public_0001.npy
Fonte de água,Fonte de água_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fonte de água\public\public_0002.npy
Fora,Fora_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fora\public\public_0000.npy
Fora,Fora_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fora\public\public_0001.npy
Fora,Fora_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fora\public\public_0002.npy
Formulário,Formulário_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Formulário\public\public_0000.npy
Formulário,Formulário_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Formulário\public\public_0001.npy
Formulário,Formulário_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Formulário\public\public_0002.npy
Forte,Forte_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Forte\public\public_0000.npy
Forte,Forte_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Forte\public\public_0001.npy
Forte,Forte_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Forte\public\public_0002.npy
Fortemente picante,Fortemente picante_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fortemente picante\public\public_0000.npy
Fortemente picante,Fortemente picante_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fortemente picante\public\public_0001.npy
Fortemente picante,Fortemente picante_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fortemente picante\public\public_0002.npy
Força,Força_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Força\public\public_0000.npy
Força,Força_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Força\public\public_0001.npy
Força,Força_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Força\public\public_0002.npy
Fraco,Fraco_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fraco\public\public_0000.npy
Fraco,Fraco_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fraco\public\public_0001.npy
Fraco,Fraco_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fraco\public\public_0002.npy
Freio,Freio_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Freio\public\public_0000.npy
Freio,Freio_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Freio\public\public_0001.npy
Freio,Freio_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Freio\public\public_0002.npy
FrenteÁ Frente,FrenteÁ Frente_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\FrenteÁ Frente\public\public_0000.npy
FrenteÁ Frente,FrenteÁ Frente_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\FrenteÁ Frente\public\public_0001.npy
FrenteÁ Frente,FrenteÁ Frente_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\FrenteÁ Frente\public\public_0002.npy
Frio,Frio_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Frio\public\public_0000.npy
Frio,Frio_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Frio\public\public_0001.npy
Frio,Frio_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Frio\public\public_0002.npy
Fruta,Fruta_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fruta\public\public_0000.npy
Fruta,Fruta_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fruta\public\public_0001.npy
Fruta,Fruta_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Fruta\public\public_0002.npy
Funeral,Funeral_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Funeral\public\public_0000.npy
Funeral,Funeral_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Funeral\public\public_0001.npy
Funeral,Funeral_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Funeral\public\public_0002.npy
Função,Função_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Função\public\public_0000.npy
Função,Função_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Função\public\public_0001.npy
Função,Função_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Função\public\public_0002.npy
Futebol,Futebol_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Futebol\public\public_0000.npy
Futebol,Futebol_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Futebol\public\public_0001.npy
Futebol,Futebol_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Futebol\public\public_0002.npy
Futuro,Futuro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Futuro\public\public_0000.npy
Futuro,Futuro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Futuro\public\public_0001.npy
Futuro,Futuro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Futuro\public\public_0002.npy
Física,Física_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Física\public\public_0000.npy
Física,Física_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Física\public\public_0001.npy
Física,Física_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Física\public\public_0002.npy
Galo,Galo_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Galo\public\public_0000.npy
Galo,Galo_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Galo\public\public_0001.npy
Galo,Galo_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Galo\public\public_0002.npy
Gangorra,Gangorra_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gangorra\public\public_0000.npy
Gangorra,Gangorra_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gangorra\public\public_0001.npy
Gangorra,Gangorra_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gangorra\public\public_0002.npy
Garagem,Garagem_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garagem\public\public_0000.npy
Garagem,Garagem_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garagem\public\public_0001.npy
Garagem,Garagem_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garagem\public\public_0002.npy
Garfo,Garfo_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garfo\public\public_0000.npy
Garfo,Garfo_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garfo\public\public_0001.npy
Garfo,Garfo_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garfo\public\public_0002.npy
Garganta,Garganta_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garganta\public\public_0000.npy
Garganta,Garganta_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garganta\public\public_0001.npy
Garganta,Garganta_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garganta\public\public_0002.npy
Garoto (menino),Garoto (menino)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garoto (menino)\public\public_0000.npy
Garoto (menino),Garoto (menino)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garoto (menino)\public\public_0001.npy
Garoto (menino),Garoto (menino)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garoto (menino)\public\public_0002.npy
Garrafa,Garrafa_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garrafa\public\public_0000.npy
Garrafa,Garrafa_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garrafa\public\public_0001.npy
Garrafa,Garrafa_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garrafa\public\public_0002.npy
Garrafa de vinho,Garrafa de vinho_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garrafa de vinho\public\public_0000.npy
Garrafa de vinho,Garrafa de vinho_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garrafa de vinho\public\public_0001.npy
Garrafa de vinho,Garrafa de vinho_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Garrafa de vinho\public\public_0002.npy
Gastar,Gastar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gastar\public\public_0000.npy
Gastar,Gastar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gastar\public\public_0001.npy
Gastar,Gastar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gastar\public\public_0002.npy
Gato,Gato_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gato\public\public_0000.npy
Gato,Gato_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gato\public\public_0001.npy
Gato,Gato_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gato\public\public_0002.npy
Gay,Gay_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gay\public\public_0000.npy
Gay,Gay_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gay\public\public_0001.npy
Gay,Gay_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gay\public\public_0002.npy
Geração,Geração_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Geração\public\public_0000.npy
Geração,Geração_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Geração\public\public_0001.npy
Geração,Geração_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Geração\public\public_0002.npy
Geração atrás,Geração atrás_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Geração atrás\public\public_0000.npy
Geração atrás,Geração atrás_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Geração atrás\public\public_0001.npy
Geração atrás,Geração atrás_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Geração atrás\public\public_0002.npy
Giz,Giz_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Giz\public\public_0000.npy
Giz,Giz_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Giz\public\public_0001.npy
Giz,Giz_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Giz\public\public_0002.npy
Glória,Glória_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Glória\public\public_0000.npy
Glória,Glória_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Glória\public\public_0001.npy
Glória,Glória_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Glória\public\public_0002.npy
Golfe,Golfe_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Golfe\public\public_0000.npy
Golfe,Golfe_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Golfe\public\public_0001.npy
Golfe,Golfe_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Golfe\public\public_0002.npy
Gorila,Gorila_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gorila\public\public_0000.npy
Gorila,Gorila_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gorila\public\public_0001.npy
Gorila,Gorila_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gorila\public\public_0002.npy
Gostar,Gostar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gostar\public\public_0000.npy
Gostar,Gostar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gostar\public\public_0001.npy
Gostar,Gostar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gostar\public\public_0002.npy
Gosto (sabor),Gosto (sabor)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gosto (sabor)\public\public_0000.npy
Gosto (sabor),Gosto (sabor)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gosto (sabor)\public\public_0001.npy
Gosto (sabor),Gosto (sabor)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gosto (sabor)\public\public_0002.npy
Gotejamento,Gotejamento_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gotejamento\public\public_0000.npy
Gotejamento,Gotejamento_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gotejamento\public\public_0001.npy
Gotejamento,Gotejamento_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gotejamento\public\public_0002.npy
Governo,Governo_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Governo\public\public_0000.npy
Governo,Governo_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Governo\public\public_0001.npy
Governo,Governo_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Governo\public\public_0002.npy
Graduado,Graduado_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Graduado\public\public_0000.npy
Graduado,Graduado_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Graduado\public\public_0001.npy
Graduado,Graduado_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Graduado\public\public_0002.npy
Gramática,Gramática_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gramática\public\public_0000.npy
Gramática,Gramática_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gramática\public\public_0001.npy
Gramática,Gramática_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gramática\public\public_0002.npy
Grande (enorme),Grande (enorme)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grande (enorme)\public\public_0000.npy
Grande (enorme),Grande (enorme)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grande (enorme)\public\public_0001.npy
Grande (enorme),Grande (enorme)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grande (enorme)\public\public_0002.npy
Grande sucesso,Grande sucesso_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grande sucesso\public\public_0000.npy
Grande sucesso,Grande sucesso_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grande sucesso\public\public_0001.npy
Grande sucesso,Grande sucesso_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grande sucesso\public\public_0002.npy
Gravata,Gravata_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravata\public\public_0000.npy
Gravata,Gravata_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravata\public\public_0001.npy
Gravata,Gravata_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravata\public\public_0002.npy
Gravata (borboleta),Gravata (borboleta)_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravata (borboleta)\public\public_0000.npy
Gravata (borboleta),Gravata (borboleta)_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravata (borboleta)\public\public_0001.npy
Gravata (borboleta),Gravata (borboleta)_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravata (borboleta)\public\public_0002.npy
Gravação de Fita Casssete,Gravação de Fita Casssete_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravação de Fita Casssete\public\public_0000.npy
Gravação de Fita Casssete,Gravação de Fita Casssete_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravação de Fita Casssete\public\public_0001.npy
Gravação de Fita Casssete,Gravação de Fita Casssete_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gravação de Fita Casssete\public\public_0002.npy
Gritar,Gritar_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gritar\public\public_0000.npy
Gritar,Gritar_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gritar\public\public_0001.npy
Gritar,Gritar_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Gritar\public\public_0002.npy
Grosseiro,Grosseiro_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grosseiro\public\public_0000.npy
Grosseiro,Grosseiro_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grosseiro\public\public_0001.npy
Grosseiro,Grosseiro_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grosseiro\public\public_0002.npy
Grosso,Grosso_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grosso\public\public_0000.npy
Grosso,Grosso_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grosso\public\public_0001.npy
Grosso,Grosso_Articulador3.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grosso\public\public_0002.npy
Grávida,Grávida_Articulador1.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grávida\public\public_0000.npy
Grávida,Grávida_Articulador2.mp4,ok,C:\KONECTA\OCR\dados_libras\dinamicos\Grávida\public\public_0001.npy
